Ticker,Month,Daily Return
AAPL,2019-01,0.3137389194426482
AAPL,2019-02,0.2356857562103336
AAPL,2019-03,0.4512069924628698
AAPL,2019-04,0.2657144248054421
AAPL,2019-05,-0.5795290749549558
AAPL,2019-06,0.6243299679837078
AAPL,2019-07,0.34090363931158746
AAPL,2019-08,-0.04934333262848301
AAPL,2019-09,0.36135067783886143
AAPL,2019-10,0.4661643974882479
AAPL,2019-11,0.3786167464523138
AAPL,2019-12,0.4549096482775466
AAPL,2020-01,0.2660744244899577
AAPL,2020-02,-0.610887019415199
AAPL,2020-03,-0.12614801524044036
AAPL,2020-04,0.7338761897653283
AAPL,2020-05,0.41624943333934183
AAPL,2020-06,0.6459275470460066
AAPL,2020-07,0.7313672147859829
AAPL,2020-08,0.9565794651731342
AAPL,2020-09,-0.4564173684871946
AAPL,2020-10,-0.244311182049628
AAPL,2020-11,0.4719655591125066
AAPL,2020-12,0.5093116492672921
AAPL,2021-01,-0.0013098616597946077
AAPL,2021-02,-0.42687251486450345
AAPL,2021-03,0.05744684462813034
AAPL,2021-04,0.3591191685891567
AAPL,2021-05,-0.24696345797282246
AAPL,2021-06,0.4349056710346976
AAPL,2021-07,0.3095873993439215
AAPL,2021-08,0.1956497021666756
AAPL,2021-09,-0.3267093681454809
AAPL,2021-10,0.2784685123663995
AAPL,2021-11,0.4870234300418943
AAPL,2021-12,0.34220197129366425
AAPL,2022-01,-0.05661315792243382
AAPL,2022-02,-0.281316503514589
AAPL,2022-03,0.2622295139165898
AAPL,2022-04,-0.48781930071529256
AAPL,2022-05,-0.2199878016563696
AAPL,2022-06,-0.37533371796154463
AAPL,2022-07,0.8791756407389084
AAPL,2022-08,-0.12517611169945286
AAPL,2022-09,-0.5864355657303483
AAPL,2022-10,0.529678042956124
AAPL,2022-11,-0.11794563465396776
AAPL,2022-12,-0.6032692640258503
AAPL,2023-01,0.5381027134999772
AAPL,2023-02,0.13358589998359446
AAPL,2023-03,0.49768492403179904
AAPL,2023-04,0.1579761126712694
AAPL,2023-05,0.21236034309503757
AAPL,2023-06,0.43452693840315537
AAPL,2023-07,0.0663772977367072
AAPL,2023-08,-0.17540041813607163
AAPL,2023-09,-0.4533577043088311
AAPL,2023-10,-0.006562302557206417
AAPL,2023-11,0.518780620709291
AAPL,2023-12,0.07137730029314338
AMZN,2019-01,0.5816653505053404
AMZN,2019-02,-0.2336595274725382
AMZN,2019-03,0.4041049492754559
AMZN,2019-04,0.3797035950377974
AMZN,2019-05,-0.3602112128324993
AMZN,2019-06,0.3366200722237922
AMZN,2019-07,-0.059621874495686074
AMZN,2019-08,-0.21237438337959122
AMZN,2019-09,-0.10846399233948756
AMZN,2019-10,0.10571011992085433
AMZN,2019-11,0.07078149669726641
AMZN,2019-12,0.12939159384544835
AMZN,2020-01,0.4158175251809985
AMZN,2020-02,-0.31962503878232235
AMZN,2020-03,0.2377442827955867
AMZN,2020-04,1.1724874399308116
AMZN,2020-05,-0.04266529225376792
AMZN,2020-06,0.5665950894797156
AMZN,2020-07,0.6667961392554802
AMZN,2020-08,0.42628829906243837
AMZN,2020-09,-0.3994013600157635
AMZN,2020-10,-0.1337961861487319
AMZN,2020-11,0.23911883970810618
AMZN,2020-12,0.13357547901656067
AMZN,2021-01,-0.0683169545157949
AMZN,2021-02,-0.17578063398901006
AMZN,2021-03,0.015034933466628393
AMZN,2021-04,0.5508913571815848
AMZN,2021-05,-0.35492819803525644
AMZN,2021-06,0.3025257712475819
AMZN,2021-07,-0.13383614458624335
AMZN,2021-08,0.19660229575293098
AMZN,2021-09,-0.25608641950451877
AMZN,2021-10,0.13637401486464068
AMZN,2021-11,0.20248834546445188
AMZN,2021-12,-0.21985789285812388
AMZN,2022-01,-0.5140570289579098
AMZN,2022-02,0.21791375717202455
AMZN,2022-03,0.29193493395693393
AMZN,2022-04,-1.2672285182314469
AMZN,2022-05,-0.09301103213279005
AMZN,2022-06,-0.5355919106052747
AMZN,2022-07,1.2585288431351827
AMZN,2022-08,-0.24931245671769178
AMZN,2022-09,-0.5167236534916158
AMZN,2022-10,-0.4145688437777137
AMZN,2022-11,-0.21434726553337408
AMZN,2022-12,-0.6391932998541112
AMZN,2023-01,1.0565146691529625
AMZN,2023-02,-0.42985134500935074
AMZN,2023-03,0.41636323887551435
AMZN,2023-04,0.13791891146052113
AMZN,2023-05,0.6268244034573086
AMZN,2023-06,0.3874609856721183
AMZN,2023-07,0.1387751234343143
AMZN,2023-08,0.1628942751731716
AMZN,2023-09,-0.390637351907574
AMZN,2023-10,0.2421540136690865
AMZN,2023-11,0.4530587481107245
AMZN,2023-12,0.2032590914035204
GOOGL,2019-01,0.34599530919554256
GOOGL,2019-02,0.00954100186529685
GOOGL,2019-03,0.2153761398025092
GOOGL,2019-04,0.10587429859077693
GOOGL,2019-05,-0.3534971739495422
GOOGL,2019-06,-0.09296045461929522
GOOGL,2019-07,0.5590323691736162
GOOGL,2019-08,-0.09081076025510156
GOOGL,2019-09,0.13297701367310122
GOOGL,2019-10,0.13879625635257006
GOOGL,2019-11,0.18010750982894952
GOOGL,2019-12,0.12993713553304465
GOOGL,2020-01,0.3284331262734567
GOOGL,2020-02,-0.33134603426832926
GOOGL,2020-03,-0.5063693084954726
GOOGL,2020-04,0.7606899785717676
GOOGL,2020-05,0.32098006225178166
GOOGL,2020-06,-0.030773181951220897
GOOGL,2020-07,0.23155991524977787
GOOGL,2020-08,0.44011674967353426
GOOGL,2020-09,-0.4792410123607247
GOOGL,2020-10,0.4708976573184435
GOOGL,2020-11,0.424975162095817
GOOGL,2020-12,0.0012276419294869486
GOOGL,2021-01,0.24321990828583695
GOOGL,2021-02,0.5549748894380909
GOOGL,2021-03,0.10239816844746148
GOOGL,2021-04,0.6418559902435751
GOOGL,2021-05,0.01755029856990109
GOOGL,2021-06,0.16411816653884934
GOOGL,2021-07,0.47930711317036223
GOOGL,2021-08,0.32798470448919514
GOOGL,2021-09,-0.3693902768289234
GOOGL,2021-10,0.5018044163033557
GOOGL,2021-11,-0.1909921229720166
GOOGL,2021-12,0.10106331568795227
GOOGL,2022-01,-0.3236422475550743
GOOGL,2022-02,0.02554258913686915
GOOGL,2022-03,0.14848666886259562
GOOGL,2022-04,-0.9555105616162785
